Río Chalinga Nodes and Reaches, 0 \ Headflow, 1 \ CA_Gabino Outflow, 2 \ Reach, 3 \ Río Chalinga en La Palmilla (gauge), 3 \ ZR_Gavino Runoff, 4 \ Reach, 5 \ CL_09 Inflow, 6 \ Reach, 7 \ CA_Destiladera Outflow, 8 \ Reach, 9 \ CA_Destiladera Outflow 2,10 \ Reach,11 \ ZR_Destiladera Runoff,12 \ Reach,13 \ CA_Batuco Chalinga Outflow,14 \ Reach,15 \ ZR_Batuco Chalinga Runoff,16 \ Reach,17 \ CA_Molino de Zapallar Outflow,18 \ Reach,19 \ ZR_Molino de Zapallar Runoff,20 \ Reach,21 \ CA_Toma Ranque Outflow,22 \ Reach,23 \ ZR_Ranque Runoff,24 \ Reach,25 \ CA_Palquial Outflow,26 \ Reach,27 \ ZR_Palquial Runoff,28 \ Reach,29 \ CA_Valentino Outflow,30 \ Reach,31 \ ZR_Valentino Runoff,32 \ Reach,33 \ CA_Maravillal Outflow,34 \ Reach,35 \ ZR_Maravillal Runoff,36 \ Reach,37 \ CA_Alameda Outflow,38 \ Reach,39 \ ZR_Alameda Runoff,40 \ Reach,41 \ CA_Cunlagua Outflow,42 \ Reach,43 \ ZR_Cunlagua Runoff,44 \ Reach,45 \ CA_Los Guindos Outflow,46 \ Reach,47 \ ZR_Los Guindos Runoff,48 \ Reach,49 \ CA_Huanque Outflow,50 \ Reach,51 \ ZR_Huanque Runoff,52 \ Reach,53 \ CA_Chanar Chalinga Outflow,54 \ Reach,55 \ ZR_Chanar Chalinga Runoff,56 \ Reach,57 \ CA_Arboleda Grande Outflow,58 \ Reach,59 \ ZR_Arboleda Grande Runoff,60 \ Reach,61 \ CA_Chalinga Outflow,62 \ Reach,63 \ ZR_Chalinga Runoff,64 \ Reach,65 \ ZR_Tebal Runoff,66 \ Reach,67 \ CA_Tebal Outflow,68 \ Reach,69 \ ZR_Chilcas Runoff,70 \ Reach,71 \ CA_Chilcas Outflow,71 \ PC_DES_CHALINGA (gauge),72 \ Reach
oct-08,1.30864,1.27864,1.27864,1.30865,1.27864,1.28835,1.57853,1.56275,1.56275,1.56275,1.48675,1.48675,1.48675,1.52602,1.22602,1.22602,1.24406,1.33765,1.27865,1.27865,1.2846,1.60043,1.58843,1.58843,1.58995,1.601,1.311,1.311,1.33229,1.50389,1.48569,1.48569,1.48581,1.49478,1.46322,1.46322,1.4655,1.48107,1.45307,1.45307,1.4548,1.60181,1.40181,1.40181,1.41382,1.49173,1.46373,1.46373,1.46476,1.47475,1.33475,1.33475,1.34617,1.39283,1.34283,1.34283,1.34331,1.37687,1.22687,1.22687,1.2387,1.27657,1.15757,1.15757,1.16542,1.21401,1.24339,1.36428,1.13428,1.13428,1.14821,1.14821,1.02821,0.263736,1.02821
nov-08,1.689,1.659,1.659,1.689,1.659,1.66902,2.04471,2.02426,2.02426,2.02426,1.94826,1.94826,1.94826,1.98885,1.68885,1.68885,1.71895,1.81558,1.75658,1.75658,1.76783,2.0974,2.0854,2.0854,2.08829,2.0997,1.8097,1.8097,1.84615,2.02347,2.00527,2.00527,2.00548,2.01475,1.98319,1.98319,1.98637,2.00246,1.97446,1.97446,1.9777,2.12839,1.92839,1.92839,1.94993,2.03043,2.00243,2.00243,2.0044,2.0117,1.8717,1.8717,1.89239,1.94061,1.89061,1.89061,1.89145,1.92436,1.77436,1.77436,1.79242,1.83155,1.71255,1.71255,1.72647,1.77668,1.83023,1.95516,1.72516,1.72516,1.75057,1.75057,1.63057,0.420163,1.63057
dic-08,1.27129,1.24129,1.24129,1.27129,1.24129,1.25099,1.53278,1.51745,1.51745,1.51745,1.44145,1.44145,1.44145,1.48072,1.18072,1.18072,1.21766,1.31043,1.25143,1.25143,1.26521,1.58874,1.57674,1.57674,1.58023,1.59127,1.30127,1.30127,1.34576,1.51736,1.49916,1.49916,1.49943,1.5084,1.47684,1.47684,1.48054,1.4961,1.4681,1.4681,1.472,1.62715,1.42715,1.42715,1.45276,1.53067,1.50267,1.50267,1.50478,1.50571,1.36571,1.36571,1.38974,1.43641,1.38641,1.38641,1.38739,1.41648,1.26648,1.26648,1.28453,1.3224,1.2034,1.2034,1.21981,1.26839,1.3259,1.44679,1.21679,1.21679,1.24567,1.24567,1.12567,0.337882,1.12567
ene-09,1.01816,0.98816,0.98816,1.01816,0.98816,0.998188,1.22307,1.21084,1.21084,1.21084,1.13484,1.13484,1.13484,1.17542,0.875423,0.875423,0.911792,1.00469,0.945693,0.945693,0.958548,1.28849,1.27649,1.27649,1.27975,1.29116,1.00116,1.00116,1.04403,1.22134,1.20314,1.20314,1.20341,1.21269,1.18113,1.18113,1.18488,1.20096,1.17296,1.17296,1.1766,1.33621,1.13621,1.13621,1.16008,1.24059,1.21259,1.21259,1.21458,1.21458,1.07458,1.07458,1.09655,1.14477,1.09477,1.09477,1.09567,1.12454,0.974543,0.974543,0.992597,1.03173,0.912729,0.912729,0.927927,0.978132,1.03528,1.1602,0.930203,0.930203,0.957418,0.957418,0.837418,0.347456,0.837418
feb-09,0.847272,0.817272,0.817272,0.847276,0.817272,0.827299,1.01377,1.00363,1.00363,1.00363,0.927629,0.927629,0.927629,0.968212,0.668212,0.668212,0.695972,0.784586,0.725586,0.725586,0.733105,1.06072,1.04872,1.04872,1.05068,1.06208,0.772084,0.772084,0.802068,0.979385,0.961185,0.961185,0.961405,0.970679,0.939119,0.939119,0.942363,0.958444,0.930444,0.930444,0.932515,1.09206,0.892063,0.892063,0.906469,0.986975,0.958975,0.958975,0.959739,0.960581,0.820581,0.820581,0.832128,0.88035,0.83035,0.83035,0.830854,0.860392,0.710392,0.710392,0.724724,0.763856,0.644856,0.644856,0.654445,0.70465,0.73562,0.860547,0.630547,0.630547,0.646276,0.646276,0.526276,0.259141,0.526276
mar-09,0.752128,0.722128,0.722128,0.752129,0.722128,0.731185,0.896264,0.887301,0.887301,0.887301,0.811301,0.811301,0.811301,0.847957,0.547957,0.547957,0.569519,0.646394,0.587394,0.587394,0.592431,0.886415,0.874415,0.874415,0.875647,0.885952,0.595952,0.595952,0.616937,0.777094,0.758894,0.758894,0.759056,0.767432,0.735872,0.735872,0.738476,0.753,0.725,0.725,0.726275,0.868366,0.668366,0.668366,0.677609,0.750324,0.722324,0.722324,0.722653,0.730879,0.590879,0.590879,0.59735,0.640906,0.590906,0.590906,0.591178,0.620705,0.470705,0.470705,0.479541,0.514886,0.395886,0.395886,0.401469,0.446816,0.463695,0.576532,0.346532,0.346532,0.354522,0.354522,0.234522,0.115698,0.234522
abr-09,0.669398,0.639398,0.639398,0.6694,0.639398,0.649426,0.795907,0.787948,0.787948,0.787948,0.711948,0.711948,0.711948,0.752531,0.452531,0.452531,0.466098,0.546412,0.487412,0.487412,0.49049,0.816464,0.804464,0.804464,0.805166,0.816575,0.526575,0.526575,0.539115,0.716433,0.698233,0.698233,0.698322,0.707596,0.676036,0.676036,0.677677,0.693758,0.665758,0.665758,0.666504,0.82532,0.631665,0.631665,0.637225,0.717731,0.690619,0.690619,0.690851,0.702899,0.567341,0.567341,0.571401,0.619623,0.571209,0.571209,0.571365,0.605891,0.46065,0.46065,0.465958,0.50509,0.389865,0.389865,0.393147,0.443352,0.453555,0.578483,0.35578,0.35578,0.360332,0.360332,0.244139,0.0215448,0.244139
may-09,0.604159,0.574159,0.574159,0.604161,0.574159,0.583863,0.715679,0.708522,0.708522,0.708522,0.632522,0.632522,0.632522,0.671796,0.371796,0.371796,0.37667,0.45298,0.39398,0.39398,0.394735,0.707092,0.695092,0.695092,0.695287,0.706329,0.416329,0.416329,0.421051,0.592648,0.574448,0.574448,0.574485,0.583459,0.551899,0.551899,0.55271,0.568272,0.540272,0.540272,0.540614,0.690647,0.515865,0.515865,0.518307,0.593744,0.569275,0.569275,0.569412,0.581268,0.458921,0.458921,0.461063,0.506248,0.462553,0.462553,0.462633,0.495818,0.364731,0.364731,0.366527,0.403195,0.2992,0.2992,0.300694,0.347738,0.352885,0.469947,0.268948,0.268948,0.271107,0.271107,0.166238,0.0000106,0.166238
jun-09,0.520266,0.49228,0.49228,0.520267,0.49228,0.502308,0.615263,0.609111,0.609111,0.609111,0.538213,0.538213,0.538213,0.578796,0.298935,0.298935,0.31264,0.396137,0.341097,0.341097,0.346669,0.66842,0.657226,0.657226,0.659081,0.670491,0.399959,0.399959,0.417236,0.594554,0.577576,0.577576,0.577873,0.587147,0.557706,0.557706,0.558444,0.574525,0.548405,0.548405,0.550544,0.704992,0.554481,0.554481,0.564906,0.635261,0.61419,0.61419,0.614667,0.626207,0.520849,0.520849,0.527156,0.569298,0.53167,0.53167,0.531991,0.56342,0.450537,0.450537,0.460488,0.494686,0.405132,0.405132,0.411146,0.455021,0.481094,0.590268,0.417181,0.417181,0.4275,0.4275,0.337194,0.0112039,0.337194
jul-09,0.570934,0.540934,0.540934,0.570935,0.540934,0.549987,0.674333,0.66759,0.66759,0.66759,0.59159,0.59159,0.59159,0.628227,0.328227,0.328227,0.32851,0.41502,0.35602,0.35602,0.356033,0.644001,0.632001,0.632001,0.632039,0.642339,0.352339,0.352339,0.353017,0.513094,0.494894,0.494894,0.49493,0.503302,0.471742,0.471742,0.471806,0.486324,0.458324,0.458324,0.458454,0.597092,0.431923,0.431923,0.432538,0.491168,0.468045,0.468045,0.468048,0.478438,0.362819,0.362819,0.363238,0.398357,0.357065,0.357065,0.357083,0.3838,0.259923,0.259923,0.261049,0.289548,0.191272,0.191272,0.192116,0.228679,0.230647,0.321629,0.131684,0.131684,0.133211,0.133211,0.0341095,0.00585399,0.0341095
ago-09,0.849869,0.819869,0.819869,0.849871,0.819869,0.829897,1.01695,1.00678,1.00678,1.00678,0.930778,0.930778,0.930778,0.971361,0.671361,0.671361,0.67818,0.773294,0.714294,0.714294,0.71705,1.03721,1.02521,1.02521,1.02615,1.03756,0.747558,0.747558,0.757237,0.934555,0.916355,0.916355,0.916566,0.925839,0.894279,0.894279,0.894686,0.910767,0.882767,0.882767,0.884093,1.03474,0.834736,0.834736,0.841003,0.907488,0.879488,0.879488,0.879736,0.8915,0.7515,0.7515,0.755012,0.794837,0.744837,0.744837,0.745029,0.775326,0.625326,0.625326,0.630981,0.663298,0.544298,0.544298,0.547353,0.588815,0.604591,0.707762,0.477762,0.477762,0.483171,0.483171,0.363171,0.0149809,0.363171
sept-09,0.940201,0.910201,0.910201,0.940203,0.910201,0.920228,1.12759,1.11631,1.11631,1.11631,1.04031,1.04031,1.04031,1.08089,0.780893,0.780893,0.791462,0.894184,0.835184,0.835184,0.83855,1.1627,1.1507,1.1507,1.15152,1.16292,0.872925,0.872925,0.884379,1.0617,1.0435,1.0435,1.04354,1.05281,1.02125,1.02125,1.02256,1.03865,1.01065,1.01065,1.01145,1.16541,0.965414,0.965414,0.971577,1.05208,1.02408,1.02408,1.02463,1.0389,0.898902,0.898902,0.904672,0.952894,0.902894,0.902894,0.903131,0.939817,0.789817,0.789817,0.796027,0.835159,0.716159,0.716159,0.720193,0.770399,0.785174,0.910101,0.680101,0.680101,0.68693,0.68693,0.56693,0.0103476,0.56693
oct-09,0.958972,0.928972,0.928972,0.958972,0.928972,0.938676,1.15025,1.13875,1.13875,1.13875,1.06275,1.06275,1.06275,1.10202,0.802024,0.802024,0.82006,0.914074,0.855074,0.855074,0.86102,1.17505,1.16305,1.16305,1.16457,1.17562,0.885616,0.885616,0.906915,1.07851,1.06031,1.06031,1.06043,1.0694,1.03784,1.03784,1.04012,1.05569,1.02769,1.02769,1.02942,1.17889,0.978891,0.978891,0.990901,1.06881,1.04081,1.04081,1.04184,1.05205,0.912047,0.912047,0.923459,0.970126,0.920126,0.920126,0.920601,0.954287,0.804287,0.804287,0.816115,0.853984,0.734984,0.734984,0.742838,0.791424,0.820801,0.941698,0.711698,0.711698,0.72562,0.72562,0.60562,0.117376,0.60562
nov-09,1.0202,0.990197,0.990197,1.0202,0.990197,1.00022,1.22557,1.21331,1.21331,1.21331,1.13731,1.13731,1.13731,1.17789,0.877892,0.877892,0.907993,1.00463,0.945629,0.945629,0.956872,1.28208,1.27008,1.27008,1.27297,1.28438,0.994376,0.994376,1.03083,1.20815,1.18995,1.18995,1.19016,1.19943,1.16787,1.16787,1.17106,1.18714,1.15914,1.15914,1.16238,1.31689,1.11689,1.11689,1.13842,1.21893,1.19093,1.19093,1.1929,1.2002,1.0602,1.0602,1.08089,1.12911,1.07911,1.07911,1.07994,1.11286,0.962861,0.962861,0.980916,1.02005,0.901048,0.901048,0.914969,0.965174,1.01873,1.14366,0.913656,0.913656,0.939068,0.939068,0.819068,0.206629,0.819068
dic-09,0.738967,0.708967,0.708967,0.738968,0.708967,0.718671,0.880791,0.871983,0.871983,0.871983,0.795983,0.795983,0.795983,0.835257,0.535257,0.535257,0.572189,0.664958,0.605958,0.605958,0.619739,0.935195,0.923195,0.923195,0.926682,0.937723,0.647723,0.647723,0.692213,0.86381,0.84561,0.84561,0.84588,0.854855,0.823295,0.823295,0.82699,0.842552,0.814552,0.814552,0.818454,0.972095,0.772095,0.772095,0.797709,0.875618,0.847618,0.847618,0.849732,0.850663,0.710663,0.710663,0.73469,0.781356,0.731356,0.731356,0.732341,0.761426,0.611426,0.611426,0.629481,0.66735,0.54835,0.54835,0.564754,0.61334,0.670845,0.791742,0.561742,0.561742,0.590622,0.590622,0.470622,0.210734,0.470622
ene-10,0.610032,0.580032,0.580032,0.610032,0.580032,0.59006,0.723195,0.715963,0.715963,0.715963,0.639963,0.639963,0.639963,0.680546,0.380546,0.380546,0.416915,0.509816,0.450816,0.450816,0.463672,0.786968,0.774968,0.774968,0.778231,0.789641,0.499641,0.499641,0.542504,0.719822,0.701622,0.701622,0.701892,0.711165,0.679605,0.679605,0.683358,0.699439,0.671439,0.671439,0.67508,0.833046,0.656566,0.656566,0.680435,0.760941,0.736233,0.736233,0.738099,0.738099,0.614563,0.614563,0.636536,0.684758,0.640638,0.640638,0.641539,0.67041,0.53805,0.53805,0.553981,0.593113,0.488108,0.488108,0.503306,0.553511,0.604253,0.729181,0.526229,0.526229,0.551712,0.551712,0.445824,0.162088,0.445824
feb-10,0.569792,0.539792,0.539792,0.569793,0.539792,0.549819,0.673909,0.66717,0.66717,0.66717,0.59117,0.59117,0.59117,0.631753,0.331753,0.331753,0.361065,0.449678,0.390678,0.390678,0.398779,0.721296,0.709296,0.709296,0.711406,0.722815,0.432815,0.432815,0.464019,0.641336,0.623136,0.623136,0.623371,0.632644,0.601084,0.601084,0.604444,0.620525,0.592525,0.592525,0.594707,0.752523,0.587684,0.587684,0.602841,0.67388,0.650802,0.650802,0.651626,0.651626,0.536239,0.536239,0.548064,0.590615,0.549405,0.549405,0.549937,0.575161,0.451531,0.451531,0.466171,0.500701,0.402622,0.402622,0.412211,0.456512,0.488241,0.598477,0.408912,0.408912,0.424641,0.424641,0.325737,0.0960094,0.325737
mar-10,0.563482,0.533482,0.533482,0.563484,0.533482,0.542539,0.66521,0.658558,0.658558,0.658558,0.582558,0.582558,0.582558,0.619214,0.319214,0.319214,0.340776,0.416545,0.357545,0.357545,0.362581,0.653561,0.641561,0.641561,0.642794,0.653099,0.363099,0.363099,0.384084,0.544241,0.526041,0.526041,0.526203,0.534579,0.503019,0.503019,0.505622,0.520147,0.492147,0.492147,0.493421,0.634732,0.471718,0.471718,0.480962,0.540893,0.518071,0.518071,0.5184,0.524,0.409891,0.409891,0.416361,0.45226,0.411506,0.411506,0.411778,0.43528,0.31302,0.31302,0.321856,0.350987,0.253994,0.253994,0.259577,0.296951,0.31383,0.40683,0.219364,0.219364,0.227354,0.227354,0.129546,0,0.129546
abr-10,0.526597,0.498271,0.498271,0.5266,0.498271,0.508298,0.622678,0.616451,0.616451,0.616451,0.54469,0.54469,0.54469,0.585273,0.302006,0.302006,0.315573,0.395887,0.340178,0.340178,0.343255,0.666875,0.655544,0.655544,0.656246,0.667656,0.393831,0.393831,0.406371,0.583688,0.566503,0.566503,0.566593,0.575866,0.546067,0.546067,0.547708,0.563789,0.53735,0.53735,0.538097,0.695824,0.543481,0.543481,0.54904,0.614658,0.59333,0.59333,0.593561,0.602972,0.496331,0.496331,0.500391,0.539696,0.50161,0.50161,0.501765,0.529507,0.415249,0.415249,0.420557,0.452453,0.361808,0.361808,0.36509,0.406011,0.416214,0.518038,0.342843,0.342843,0.347396,0.347396,0.25599,0.0000217,0.25599
may-10,0.539385,0.510371,0.510371,0.539387,0.510371,0.519534,0.636788,0.63042,0.63042,0.63042,0.556916,0.556916,0.556916,0.594,0.303854,0.303854,0.306832,0.377597,0.320535,0.320535,0.322575,0.615922,0.604316,0.604316,0.604988,0.615414,0.33494,0.33494,0.338977,0.501004,0.483402,0.483402,0.483457,0.491931,0.461407,0.461407,0.461448,0.476142,0.449062,0.449062,0.449667,0.590009,0.433967,0.433967,0.436788,0.496133,0.474287,0.474287,0.474449,0.483453,0.374223,0.374223,0.375857,0.411404,0.372393,0.372393,0.372489,0.398341,0.281309,0.281309,0.28445,0.313296,0.220451,0.220451,0.221822,0.25883,0.266205,0.358294,0.178846,0.178846,0.181709,0.181709,0.0880837,0.0106185,0.0880837
jun-10,0.518098,0.490229,0.490229,0.5181,0.490229,0.499927,0.612395,0.606272,0.606272,0.606272,0.535669,0.535669,0.535669,0.574919,0.296224,0.296224,0.302807,0.388047,0.333237,0.333237,0.336138,0.645981,0.634833,0.634833,0.635811,0.646846,0.377441,0.377441,0.385615,0.557108,0.5402,0.5402,0.540351,0.54932,0.520002,0.520002,0.520281,0.535834,0.509822,0.509822,0.510904,0.659141,0.509257,0.509257,0.514668,0.577479,0.556496,0.556496,0.556748,0.567879,0.46296,0.46296,0.466204,0.503827,0.466356,0.466356,0.466524,0.495147,0.382734,0.382734,0.387996,0.418527,0.329346,0.329346,0.332348,0.371518,0.385556,0.483026,0.310659,0.310659,0.315986,0.315986,0.226055,0.0113442,0.226055
jul-10,0.538448,0.509484,0.509484,0.538452,0.509484,0.518499,0.635543,0.629187,0.629187,0.629187,0.555811,0.555811,0.555811,0.592296,0.302654,0.302654,0.303812,0.384957,0.327994,0.327994,0.328276,0.615572,0.603986,0.603986,0.604039,0.614297,0.334309,0.334309,0.334835,0.494246,0.476674,0.476674,0.476691,0.485028,0.454558,0.454558,0.454726,0.469183,0.442149,0.442149,0.442162,0.579922,0.42415,0.42415,0.42416,0.482547,0.460739,0.460739,0.460784,0.471132,0.362091,0.362091,0.362205,0.397178,0.358235,0.358235,0.358236,0.384843,0.268014,0.268014,0.268357,0.296738,0.204054,0.204054,0.204357,0.240768,0.240795,0.331398,0.15226,0.15226,0.152892,0.152892,0.0594291,0.00592509,0.0594291
ago-10,0.503935,0.476828,0.476828,0.503935,0.476828,0.486509,0.595794,0.589836,0.589836,0.589836,0.521163,0.521163,0.521163,0.560345,0.28927,0.28927,0.294684,0.385561,0.332249,0.332249,0.333813,0.642589,0.631746,0.631746,0.632134,0.64315,0.38111,0.38111,0.386322,0.557518,0.541073,0.541073,0.541088,0.550041,0.521524,0.521524,0.522147,0.537672,0.512372,0.512372,0.512715,0.660935,0.515149,0.515149,0.517861,0.580564,0.560154,0.560154,0.560416,0.571221,0.469171,0.469171,0.471894,0.509452,0.473006,0.473006,0.473105,0.501666,0.392326,0.392326,0.395085,0.425564,0.338821,0.338821,0.340718,0.379821,0.386121,0.483421,0.315767,0.315767,0.318884,0.318884,0.231413,0.00554298,0.231413
sept-10,0.519498,0.491554,0.491554,0.5195,0.491554,0.500614,0.613398,0.607264,0.607264,0.607264,0.536471,0.536471,0.536471,0.573141,0.293693,0.293693,0.301908,0.387949,0.33299,0.33299,0.335573,0.624051,0.612873,0.612873,0.613489,0.623798,0.353665,0.353665,0.362158,0.52238,0.505426,0.505426,0.505449,0.513828,0.48443,0.48443,0.485461,0.499991,0.473909,0.473909,0.474446,0.613319,0.46303,0.46303,0.467369,0.526052,0.505012,0.505012,0.50542,0.514048,0.408846,0.408846,0.412926,0.448077,0.410504,0.410504,0.410673,0.43663,0.323913,0.323913,0.328258,0.356783,0.26736,0.26736,0.270163,0.30676,0.316573,0.407636,0.234803,0.234803,0.239402,0.239402,0.149228,0,0.149228
oct-10,0.516066,0.488305,0.488305,0.516068,0.488305,0.497345,0.609357,0.603263,0.603263,0.603263,0.532937,0.532937,0.532937,0.569521,0.291919,0.291919,0.308379,0.39738,0.342785,0.342785,0.348207,0.63571,0.624606,0.624606,0.625996,0.636281,0.367933,0.367933,0.387247,0.547089,0.530248,0.530248,0.53035,0.53871,0.509506,0.509506,0.5116,0.526096,0.500186,0.500186,0.501741,0.639725,0.490429,0.490429,0.501353,0.559897,0.538996,0.538996,0.539942,0.547652,0.443144,0.443144,0.453425,0.488492,0.451168,0.451168,0.451603,0.476984,0.365012,0.365012,0.375589,0.404047,0.315215,0.315215,0.322153,0.358662,0.384952,0.4758,0.304109,0.304109,0.31637,0.31637,0.226792,0,0.226792
nov-10,0.51733,0.489502,0.489502,0.517333,0.489502,0.498781,0.611077,0.604966,0.604966,0.604966,0.534468,0.534468,0.534468,0.572022,0.293739,0.293739,0.321486,0.411698,0.356969,0.356969,0.367247,0.662871,0.65174,0.65174,0.654376,0.664933,0.395927,0.395927,0.429649,0.593727,0.576845,0.576845,0.577032,0.585613,0.556338,0.556338,0.559264,0.574144,0.548171,0.548171,0.551166,0.693498,0.543835,0.543835,0.563687,0.623783,0.60283,0.60283,0.604412,0.608673,0.503909,0.503909,0.523033,0.55903,0.521614,0.521614,0.522388,0.546323,0.434077,0.434077,0.447587,0.476798,0.387749,0.387749,0.40025,0.437727,0.480759,0.574015,0.401903,0.401903,0.423514,0.423514,0.333716,0.0647959,0.333716
dic-10,0.407803,0.385867,0.385867,0.407806,0.385867,0.394868,0.482543,0.477717,0.477717,0.477717,0.422145,0.422145,0.422145,0.458576,0.23921,0.23921,0.269299,0.35667,0.313528,0.313528,0.327137,0.613875,0.605101,0.605101,0.60814,0.618382,0.406328,0.406328,0.450817,0.609993,0.596684,0.596684,0.596955,0.605279,0.582202,0.582202,0.585897,0.600333,0.579859,0.579859,0.583761,0.721606,0.603629,0.603629,0.625278,0.683578,0.667061,0.667061,0.668308,0.668308,0.585724,0.585724,0.601122,0.636043,0.606549,0.606549,0.607534,0.628163,0.53968,0.53968,0.55033,0.578669,0.508472,0.508472,0.521815,0.558172,0.592094,0.682563,0.54689,0.54689,0.563925,0.563925,0.493139,0.211038,0.493139
ene-11,0.334193,0.316216,0.316216,0.334194,0.316216,0.323549,0.394675,0.390728,0.390728,0.390728,0.345187,0.345187,0.345187,0.374862,0.195094,0.195094,0.217216,0.282508,0.247153,0.247153,0.258306,0.491391,0.4842,0.4842,0.48669,0.495033,0.321257,0.321257,0.364121,0.493779,0.482873,0.482873,0.483143,0.489924,0.471012,0.471012,0.474765,0.486524,0.469745,0.469745,0.473386,0.584501,0.48782,0.48782,0.50556,0.553049,0.539514,0.539514,0.540536,0.540536,0.472859,0.472859,0.485478,0.513923,0.489753,0.489753,0.490654,0.50448,0.431969,0.431969,0.440697,0.46378,0.406255,0.406255,0.417189,0.446805,0.474603,0.548295,0.437112,0.437112,0.451073,0.451073,0.393064,0.0572159,0.393064
feb-11,0.320069,0.302852,0.302852,0.320069,0.302852,0.30886,0.376812,0.373044,0.373044,0.373044,0.329427,0.329427,0.329427,0.353746,0.181575,0.181575,0.202969,0.250415,0.216554,0.216554,0.221943,0.412652,0.405765,0.405765,0.407168,0.414005,0.247574,0.247574,0.273163,0.379416,0.368971,0.368971,0.369139,0.374696,0.356583,0.356583,0.359413,0.369049,0.35298,0.35298,0.354647,0.443507,0.350912,0.350912,0.362911,0.401828,0.388865,0.388865,0.38944,0.38944,0.324624,0.324624,0.335196,0.358507,0.335358,0.335358,0.335772,0.346358,0.276912,0.276912,0.285271,0.304188,0.249094,0.249094,0.258683,0.282952,0.309576,0.369966,0.263482,0.263482,0.276852,0.276852,0.221296,0.0138093,0.221296
mar-11,0.30671,0.290211,0.290211,0.30671,0.290211,0.295409,0.360357,0.356754,0.356754,0.356754,0.314958,0.314958,0.314958,0.335994,0.17101,0.17101,0.187354,0.228844,0.196397,0.196397,0.201434,0.365727,0.359128,0.359128,0.36036,0.366274,0.20679,0.20679,0.227774,0.319689,0.30968,0.30968,0.309841,0.314648,0.297292,0.297292,0.299895,0.308231,0.292832,0.292832,0.294107,0.36865,0.27992,0.27992,0.289164,0.322829,0.310407,0.310407,0.310736,0.313195,0.251084,0.251084,0.257555,0.27772,0.255537,0.255537,0.25581,0.268181,0.201634,0.201634,0.209644,0.226007,0.173213,0.173213,0.178797,0.199791,0.21667,0.26891,0.166871,0.166871,0.174861,0.174861,0.121623,0.0264926,0.121623
abr-11,0.315966,0.29897,0.29897,0.315967,0.29897,0.304485,0.371514,0.367799,0.367799,0.367799,0.324741,0.324741,0.324741,0.34706,0.177096,0.177096,0.190663,0.224747,0.191321,0.191321,0.194398,0.370655,0.363856,0.363856,0.364558,0.370833,0.206535,0.206535,0.219075,0.31659,0.306279,0.306279,0.306368,0.311468,0.293588,0.293588,0.295229,0.304073,0.28821,0.28821,0.288956,0.369321,0.277913,0.277913,0.283472,0.319188,0.306391,0.306391,0.306623,0.310734,0.246749,0.246749,0.250809,0.272202,0.24935,0.24935,0.249505,0.263621,0.195065,0.195065,0.200373,0.217734,0.163347,0.163347,0.166628,0.188902,0.199105,0.254529,0.14941,0.14941,0.153962,0.153962,0.0991173,0,0.0991173
may-11,0.318161,0.301047,0.301047,0.318161,0.301047,0.306545,0.374067,0.370326,0.370326,0.370326,0.32697,0.32697,0.32697,0.34922,0.178076,0.178076,0.183301,0.216522,0.182863,0.182863,0.183735,0.357452,0.350606,0.350606,0.350832,0.357088,0.191648,0.191648,0.196811,0.294029,0.283646,0.283646,0.283686,0.28877,0.270766,0.270766,0.271618,0.280435,0.264461,0.264461,0.264843,0.341376,0.249333,0.249333,0.251911,0.287518,0.274632,0.274632,0.27478,0.279578,0.215148,0.215148,0.217415,0.238744,0.215733,0.215733,0.215817,0.230852,0.16182,0.16182,0.163754,0.181062,0.126296,0.126296,0.127882,0.150088,0.155578,0.210833,0.104983,0.104983,0.107308,0.107308,0.0520825,0,0.0520825
jun-11,0.322566,0.305215,0.305215,0.322567,0.305215,0.310936,0.379448,0.375654,0.375654,0.375654,0.331697,0.331697,0.331697,0.354849,0.181335,0.181335,0.202557,0.241656,0.207531,0.207531,0.21642,0.397047,0.397047,0.397047,0.399992,0.406501,0.23877,0.23877,0.265687,0.366843,0.356316,0.356316,0.356769,0.362059,0.343805,0.343805,0.34503,0.354204,0.33801,0.33801,0.341268,0.420726,0.327409,0.327409,0.343658,0.380708,0.367644,0.367644,0.368381,0.373947,0.308625,0.308625,0.318525,0.340717,0.317388,0.317388,0.317886,0.334098,0.26411,0.26411,0.27956,0.297569,0.242045,0.242045,0.251183,0.274288,0.315205,0.372698,0.265383,0.265383,0.280881,0.280881,0.224891,0,0.224891
jul-11,0.348419,0.329677,0.329677,0.348419,0.329677,0.33529,0.409614,0.405518,0.405518,0.405518,0.358038,0.358038,0.358038,0.380754,0.193333,0.193333,0.196099,0.252627,0.215767,0.215767,0.216641,0.391733,0.391733,0.391733,0.392054,0.392054,0.21088,0.21088,0.215185,0.314434,0.303063,0.303063,0.303151,0.308341,0.288625,0.288625,0.288768,0.297769,0.280276,0.280276,0.280828,0.359399,0.258603,0.258603,0.261722,0.298074,0.283962,0.283962,0.284073,0.290515,0.219957,0.219957,0.222012,0.243786,0.218587,0.218587,0.218681,0.235246,0.159649,0.159649,0.163278,0.180948,0.120974,0.120974,0.123652,0.146322,0.154502,0.210911,0.0949949,0.0949949,0.0995643,0.0995643,0.0390865,0.00610052,0.0390865
